1, 10850
1, 10834
1, 10818
1, 10834
1, 10866
1, 10866
1, 10866
1, 10834
1, 10834
1, 10850
1, 10834
1, 10882
1, 10866
1, 10850
1, 10866
1, 10834
1, 10818
1, 10818
1, 10834
1, 10850
1, 10834
1, 10818
1, 10818
1, 10818
1, 10802
1, 10802
1, 10802
1, 10770
1, 10770
1, 10818
1, 10818
1, 10802
1, 10802
1, 10818
1, 10818
1, 10802
1, 10786
1, 10802
1, 10818
1, 10802
1, 10818
1, 10834
1, 10818
1, 10802
1, 10802
1, 10786
1, 10802
1, 10754
1, 10786
1, 10754
1, 10754
1, 10786
1, 10786
1, 10786
1, 10754
1, 10770
1, 10786
1, 10834
1, 10866
1, 10818
1, 10882
1, 10882
1, 10882
1, 10882
1, 10850
1, 10850
1, 10850
1, 10850
1, 10850
1, 10818
1, 10818
1, 10834
1, 10834
1, 10834
1, 10834
1, 10850
1, 10834
1, 10818
1, 10818
1, 10834
1, 10850
1, 10802
1, 10802
1, 10786
1, 10786
1, 10770
1, 10754
1, 10754
1, 10786
1, 10786
1, 10770
1, 10770
1, 10786
1, 10786
1, 10770
1, 10754
1, 10754
1, 10786
1, 10802
1, 10898
1, 10898
1, 10930
1, 10994
1, 10994
1, 11058
1, 11106
1, 11122
1, 11138
1, 11218
1, 11202
1, 11218
1, 11218
1, 11186
1, 11202
1, 11186
1, 11186
1, 11186
1, 11186
1, 11346
1, 11474
1, 11490
1, 11458
1, 11506
1, 11522
1, 11538
1, 11554
1, 11554
1, 11506
1, 11506
1, 11522
1, 11570
1, 11634
1, 11618
1, 11618
1, 11730
1, 11730
1, 11762
1, 11826
1, 11794
1, 11826
1, 11858
1, 11922
1, 11922
1, 12002
1, 11986
1, 11954
1, 11970
1, 11954
1, 11938
1, 11954
1, 11986
1, 11970
1, 11970
1, 11970
1, 11986
1, 11986
1, 12082
1, 12210
1, 12210
1, 12162
1, 12146
1, 12130
1, 12130
1, 12130
1, 12130
1, 12098
1, 12082
1, 12114
1, 12146
1, 12258
1, 12226
1, 12210
1, 12194
1, 12258
